Year,Authors,Title,Source
2018,"Farias J,Vasconcelos A,Junior I",Agile testing in Brazil: A systematic mapping,Query refresh (2021-11)
2016,Maria SpichkovaAnna Zamansky,AHR: Human-Centred Aspects of Test Design,Query refresh (2021-11)
2020,"Usman M,Iqbal MZ,Khan MU",An automated model-based approach for unit-level performance test generation of mobile applications,Query refresh (2021-11)
2018,Jiahui ShenTianyu ChenLei WangYuan Ma,An Efficiency Optimization Scheme for the On-the-Fly Statistical Randomness Test,Query refresh (2021-11)
2019,"Gupta H,Kumar L,Neti LB",An Empirical Framework for Code Smell Prediction using Extreme Learning Machine*,Query refresh (2021-11)
2020,Qahtani AM,An Empirical Study of Agile Testing in A Distributed Software Development Project,Query refresh (2021-11)
2020,"Ahmed BS,Enoiu E,Afzal W,Zamli KZ",An evaluation of Monte Carlo-based hyper-heuristic for interaction testing of industrial embedded software applications,Query refresh (2021-11)
2017,"Godboley S,Mohapatra DP,Das A,Mall R",An improved distributed concolic testing approach,Query refresh (2021-11)
2018,"Borle NC,Feghhi M,Stroulia E,Greiner R,Hindle A",Analyzing the Effects of Test Driven Development in GitHub,Query refresh (2021-11)
2017,Schuler A,Application of Search-Based Software Engineering Methodologies for Test Suite Optimization and Evolution in Mission Critical Mobile Application Development,Query refresh (2021-11)
2018,"Stratis P,Yaneva V,Rajan A",Assessing the Effect of Data Transformations on Test Suite Compilation,Query refresh (2021-11)
2018,"Stratis P,Brown G",Assessing the Effect of Device-Based Test Scheduling on Heterogeneous Test Suite Execution,Query refresh (2021-11)
2017,"Pfau J,Smeddinck JD,Malaka R",Automated Game Testing with ICARUS: Intelligent Completion of Adventure Riddles via Unsupervised Solving,Query refresh (2021-11)
2020,Alsharif A,Automated Software Testing of Relational Database Schemas,Query refresh (2021-11)
2017,"Liu F,Huang H,Li X,Hao Z",Automated test data generation based on particle swarm optimisation with convergence speed controller,Query refresh (2021-11)
2016,"Jonsson L,Broman D,Magnusson M,Sandahl K,Villani M,Eldh S",Automatic Localization of Bugs to Faulty Components in Large Scale Software Systems Using Bayesian Classification,Query refresh (2021-11)
2019,"Danglot B,Vera-Pérez OL,Baudry B,Monperrus M",Automatic Test Improvement with DSpot: A Study with Ten Mature Open-Source Projects,Query refresh (2021-11)
2017,Anmol Prakash SurhonneAnupam ChattopadhyayRobert Wille,Automatic Test Pattern Generation for Multiple Missing Gate Faults in Reversible Circuits,Query refresh (2021-11)
2020,"Hajri I,Goknil A,Pastore F,Briand LC",Automating system test case classification and prioritization for use case-driven testing in product lines,Query refresh (2021-11)
2017,"Bi Z,Pomalaza-Ráez C,Hershberger D,Dawson J,Lehman A,Yurek J,Ball J",Automation of electrical cable harnesses testing,Query refresh (2021-11)
2020,Sebastian MüllerThomas VogelLars Grunske,Bet and Run for Test Case Generation,Query refresh (2021-11)
2019,"Najafi A,Rigby PC,Shang W",Bisecting Commits and Modeling Commit Risk during Testing,Query refresh (2021-11)
2019,"Li Z,Ma X,Xu C,Cao C,Xu J,Lü J",Boosting Operational DNN Testing Efficiency through Conditioning,Query refresh (2021-11)
2016,"Bernardino M,Zorzo AF,Rodrigues EM",Canopus: A Domain-Specific Language for Modeling Performance Testing,Query refresh (2021-11)
2020,"Berend D,Xie X,Ma L,Zhou L,Liu Y,Xu C,Zhao J",Cats Are Not Fish: Deep Learning Testing Calls for out-of-Distribution Awareness,Query refresh (2021-11)
2016,Hermann FelbingerIngo PillFranz Wotawa,Classifying Test Suite Effectiveness via Model Inference and ROBBDs,Query refresh (2021-11)
2019,Chao PengAjitha Rajan,CLTestCheck: Measuring Test Effectiveness for GPU Kernels,Query refresh (2021-11)
2018,"Simos DE,Kuhn R,Lei Y,Kacker R",Combinatorial Security Testing Course,Query refresh (2021-11)
2020,Björn EversPouria DerakhshanfarXavier DevroeyAndy Zaidman,Commonality-Driven Unit Test Generation,Query refresh (2021-11)
2017,Monsuru AdepejuAndy Evans,Comparative Analysis of Two Variants of the Knox Test: Inferences from Space-Time Crime Pattern Analysis,Query refresh (2021-11)
2018,"Li H,Li S,Benavides Z,Chen Z,Gupta R",COMPI: Concolic Testing for MPI Applications,Query refresh (2021-11)
2019,"Kim Y,Lee D,Baek J,Kim M",Concolic Testing for High Test Coverage and Reduced Human Effort in Automotive Industry,Query refresh (2021-11)
2017,ThanhVu NguyenWestley WeimerDeepak KapurStephanie Forrest,Connecting Program Synthesis and Reachability: Automatic Program Repair Using Test-Input Generation,Query refresh (2021-11)
2017,A. N. KamaevV. A. SukhenkoD. A. Karmanov,Constructing and visualizing three-dimensional sea bottom models to test AUV machine vision systems,Query refresh (2021-11)
2017,Yan LiManoj A. ThomasSarbartha S. J. B. RanaDebra Stoner,Continuing Medical Education on a Stick: Nepal as a Test Bed,Query refresh (2021-11)
2018,"Arachchi SA,Perera I",Continuous Integration and Continuous Delivery Pipeline Automation for Agile Software Project Management,Query refresh (2021-11)
2017,"Yeh CC,Lu HL,Lee YH,Chou WS,Huang SK",CRAXTriage: A coverage based triage system,Query refresh (2021-11)
2016,"Skitsas MA,Nicopoulos CA,Michael MK",DaemonGuard: Enabling O/S-Orchestrated Fine-Grained Software-Based Selective-Testing in Multi-/Many-Core Microprocessors,Query refresh (2021-11)
2020,"Ziftci C,Cavalcanti D",De-Flake Your Tests : Automatically Locating Root Causes of Flaky Tests in Code At Google,Query refresh (2021-11)
2020,"Wang Z,Yan M,Chen J,Liu S,Zhang D",Deep Learning Library Testing via Effective Model Generation,Query refresh (2021-11)
2017,"Thomas T,Thomas A,Sreekumar VM",Design and development of an automated RF test platform for low noise Pre-Amp,Query refresh (2021-11)
2019,"Licker N,Rice A",Detecting Incorrect Build Rules,Query refresh (2021-11)
2018,Gregory Gay,Detecting Real Faults in the Gson Library Through Search-Based Unit Test Generation,Query refresh (2021-11)
2016,"Bernardi P,Cantoro R,De Luca S,Sanchez E,Sansonetti A",Development Flow for On-Line Core Self-Test of Automotive Microcontrollers,Query refresh (2021-11)
2019,"Dong L,Tang L,Liu S,Jiang X",Discovering the associations between test items in an examination,Query refresh (2021-11)
2020,Liu Z,Discovering UI Display Issues with Visual Understanding,Query refresh (2021-11)
2018,Stev CounsellStephen SwiftMahir ArzokyGiuseppe Destefanis,Do Developers Really Worry About Refactoring Re-test? An Empirical Study of Open-Source Systems,Query refresh (2021-11)
2017,"Wang J,Cui Q,Wang S,Wang Q",Domain Adaptation for Test Report Classification in Crowdsourced Testing,Query refresh (2021-11)
2020,"Herdt V,Drechsler R",Efficient Techniques to Strongly Enhance the Virtual Prototype Based Design Flow,Query refresh (2021-11)
2018,"Arif MM,Shang W,Shihab E",Empirical Study on the Discrepancy between Performance Testing Results from Virtual and Physical Environments,Query refresh (2021-11)
2020,Xu WuGuoqiang SunShuang LiuLin DingChongchong MiaoKai An,Ergonomics Considerations of Usability Test of UAV Handheld Control Unit,Query refresh (2021-11)
2020,Mikhail R. GadelhaRafael MenezesFelipe R. MonteiroLucas C. CordeiroDenis Nicole,ESBMC: Scalable and Precise Test Generation based on the Floating-Point Theory,Query refresh (2021-11)
2017,"Monden A,Tsunoda M,Barker M,Matsumoto K",Examining Software Engineering Beliefs about System Testing Defects,Query refresh (2021-11)
2019,Junaid IqbalAdnan AshrafDragos TruscanIvan Porres,Exhaustive Simulation and Test Generation Using fUML Activity Diagrams,Query refresh (2021-11)
2018,"Blasquez I,Leblanc H",Experience in Learning Test-Driven Development: Space Invaders Project-Driven,Query refresh (2021-11)
2020,"Noda K,Nemoto Y,Hotta K,Tanida H,Kikuchi S",Experience Report: How Effective is Automated Program Repair for Industrial Software?,Query refresh (2021-11)
2016,"Ponugoti M,Milenković A",Exploiting cache coherence for effective on-the-fly data tracing in multicores,Query refresh (2021-11)
2018,"Skitsas MA,Nicopoulos CA,Michael MK",Exploring System Availability During Software-Based Self-Testing of Multi-Core CPUs,Query refresh (2021-11)
2016,"Alégroth E,Steiner M,Martini A",Exploring the Presence of Technical Debt in Industrial GUI-Based Testware: A Case Study,Query refresh (2021-11)
2019,"dos Santos EB,da Costa LS,Aragão BS,de Sousa Santos I,de Castro Andrade RM",Extraction of Test Cases Procedures from Textual Use Cases to Reduce Test Effort: Test Factory Experience Report,Query refresh (2021-11)
2017,"Sun Y,Brain M,Kroening D,Hawthorn A,Wilson T,Schanda F,Jiménez FJ,Daniel S,Bryan C,Broster I",Functional Requirements-Based Automated Testing for Avionics,Query refresh (2021-11)
2020,"Ali S,Ullah N,Abrar MF,Yang Z,Huang J,Ali R",Fuzzy Multicriteria Decision-Making Approach for Measuring the Possibility of Cloud Adoption for Software Testing,Query refresh (2021-11)
2017,Bernhard BeckertSuhyun ChaMattias UlbrichBirgit Vogel-HeuserAlexander Weigl,Generalised Test Tables: A Practical Specification Language for Reactive Systems,Query refresh (2021-11)
2020,"Huurman S,Bai X,Hirtz T",Generating API Test Data Using Deep Reinforcement Learning,Query refresh (2021-11)
2020,Hussein AlmullaGregory Gay,Generating Diverse Test Suites for Gson Through Adaptive Fitness Function Selection,Query refresh (2021-11)
2018,"Mhanna H,Leserf P,Saudrais S",Generation of Context-Based Usage Scenario Test from UML Sequence Diagrams,Query refresh (2021-11)
2020,Dougherty RE,Genetic Algorithms for Redundancy in Interaction Testing,Query refresh (2021-11)
2017,Jiatong HuoBing XueLin ShangMengjie Zhang,Genetic Programming for Multi-objective Test Data Generation in Search Based Software Testing,Query refresh (2021-11)
2020,"Derakhshanfar P,Devroey X,Zaidman A,van Deursen A,Panichella A",Good Things Come In Threes: Improving Search-based Crash Reproduction With Helper Objectives,Query refresh (2021-11)
2019,Sharmin MoosaviHassan HaghighiHasti SahabiFarzam VatanzadeMojtaba Vahidi Asl,Greenify: A Game with the Purpose of Test Data Generation for Unit Testing,Query refresh (2021-11)
2018,"Hynninen T,Kasurinen J,Knutas A,Taipale O",Guidelines for Software Testing Education Objectives from Industry Practices with a Constructive Alignment Approach,Query refresh (2021-11)
2017,Zharkov VA,Handbook on Computer-Aided Design/Computer-Aided Engineering. Volume 5: Formability Testing of Sheet Materials. 1 Edition,Query refresh (2021-11)
2017,"Ahmed BS,Gambardella LM,Afzal W,Zamli KZ",Handling Constraints in Combinatorial Interaction Testing in the Presence of Multi Objective Particle Swarm and Multithreading,Query refresh (2021-11)
2020,Nikolay Mikhaylovskiy,How Do You Test the Strength of AI?,Query refresh (2021-11)
2016,"Öztürk MM,Zengin A",Improved GUI Testing Using Task Parallel Library,Query refresh (2021-11)
2017,"Roseberry K,Scott-Parry T",Improvement of airworthiness certification audits of software-centric avionics systems using a cross-discipline application lifecycle management system methodology,Query refresh (2021-11)
2020,"Chen Y,Pandey M,Song JY,Lasecki WS,Oney S",Improving Crowd-Supported GUI Testing with Structural Guidance,Query refresh (2021-11)
2020,"Al-Sabbagh KW,Staron M,Hebig R,Meding W",Improving Data Quality for Regression Test Selection by Reducing Annotation Noise,Query refresh (2021-11)
2016,"Quyen NT,Tung KT,Hanh LT,Binh NT",Improving mutant generation for Simulink models using genetic algorithm,Query refresh (2021-11)
2020,Francesco AltieroAnna CorazzaSergio Di MartinoAdriano PeronLuigi Libero Lucio Starace,Inspecting Code Churns to Prioritize Test Cases,Query refresh (2021-11)
2017,Wei-Tek TsaiGuanqiu Qi,Integrated Taas with Fault Detection and Test Algebra,Query refresh (2021-11)
2020,"Zhang C,Chen J,Cai S,Liu B,Wu Y,Geng Y",iTES: Integrated Testing and Evaluation System for Software Vulnerability Detection Methods,Query refresh (2021-11)
2017,"Yoshida H,Li G,Kamiya T,Ghosh I,Rajan S,Tokumoto S,Munakata K,Uehara T","KLOVER: Automatic Test Generation for C and C Programs, Using Symbolic Execution",Query refresh (2021-11)
2020,Giang Linh Duc NguyenWilly SusiloDung Hoang DuongHuyQuoc LeFuchun Guo,Lattice-Based IBE with Equality Test Supporting Flexible Authorization in the Standard Model,Query refresh (2021-11)
2019,"Fakhari A,Mostashfi A","LinBot - Design, Analysis, and Field Test of a Novel Power Transmission Lines Inspection Robot",Query refresh (2021-11)
2019,"Sun W,Wang X,Wu H,Duan D,Sun Z,Chen Z",MAF: Method-Anchored Test Fragmentation for Test Code Plagiarism Detection,Query refresh (2021-11)
2018,"Oliveira C,Aleti A,Grunske L,Smith-Miles K",Mapping the Effectiveness of Automated Test Suite Generation Techniques,Query refresh (2021-11)
2016,"Vadrevu P,Perdisci R",MAXS: Scaling Malware Execution with Sequential Multi-Hypothesis Testing,Query refresh (2021-11)
2020,Nasser AlbunianGordon FraserDirk Sudholt,Measuring and Maintaining Population Diversity in Search-Based Unit Test Generation,Query refresh (2021-11)
2020,"Lanzoni D,Vitali A,Regazzoni D,Rizzi C",Medical assessment test of extrapersonal neglect using virtual reality: A preliminary study,Query refresh (2021-11)
2020,"Wang S,Su Z",Metamorphic Object Insertion for Testing Object Detection Systems,Query refresh (2021-11)
2019,"Ramírez MO,De-la-Torre M,Monsalve C",Methodologies for the design of application frameworks: systematic review,Query refresh (2021-11)
2019,"Santos RE,Bener AB,Baldassarre MT,Magalhães CV,Correia-Neto JS,Silva FQ",Mind the Gap: Are Practitioners and Researchers in Software Testing Speaking the Same Language?,Query refresh (2021-11)
2016,"Kothari S,Rajavat A",Minimizing the size of test suite using genetic algorithm for object oriented program,Query refresh (2021-11)
2020,"Elgrably IS,Ronaldo Bezerra Oliveira S",Model for teaching and training software testing in an agile context,Query refresh (2021-11)
2016,Matthias KramerDavid TobinskiTorsten Brinda,Modelling Competency in the Field of OOP: From Investigating Computer Science Curricula to Developing Test Items,Query refresh (2021-11)
2020,"Lima JA,Vergilio SR",Multi-Armed Bandit Test Case Prioritization in Continuous Integration Environments: A Trade-off Analysis,Query refresh (2021-11)
2020,"Landeau S,Swiathy G",Multi-level fractal test target: Corner-Point criterion for evaluating visible and digital fusion imagers,Query refresh (2021-11)
2017,"Chi Z,Xuan J,Ren Z,Xie X,Guo H",Multi-Level Random Walk for Software Test Suite Reduction,Query refresh (2021-11)
2019,"Khan R,Amjad M",Mutation-based genetic algorithm for efficiency optimisation of unit testing,Query refresh (2021-11)
2016,Chapman C,Network Performance and Security: Testing and Analyzing Using Open Source and Low-Cost Tools,Query refresh (2021-11)
2017,"Gaudesi M,Pomeranz I,Reorda MS,Squillero G",New Techniques to Reduce the Execution Time of Functional Test Programs,Query refresh (2021-11)
2016,R. VenkateshUlka ShrotriAmey ZareSupriya Agrawal,On Generating Test Cases from EDT Specifications,Query refresh (2021-11)
2020,"Liu K,Wang S,Koyuncu A,Kim K,Bissyandé TF,Kim D,Wu P,Klein J,Mao X,Traon YL",On the Efficiency of Test Suite Based Program Repair: A Systematic Assessment of 16 Automated Repair Systems for Java Programs,Query refresh (2021-11)
2020,"Nass M,Alégroth E,Feldt R",On the Industrial Applicability of Augmented Testing: An Empirical Study,Query refresh (2021-11)
2019,"Faria KA,de Aquino Gomes R,de Andrade Freitas EN,Vincenzi AM",On using collaborative economy for test cost reduction in high fragmented environments,Query refresh (2021-11)
2020,"Zhang M,Li M,Zhang J,Liu L,Li H",Onset Detection of Ultrasonic Signals for the Testing of Concrete Foundation Piles by Coupled Continuous Wavelet Transform and Machine Learning Algorithms,Query refresh (2021-11)
2018,Takashi KitamuraQuentin MaissonneuveEun-Hye ChoiCyrille ArthoAngelo Gargantini,Optimal Test Suite Generation for Modified Condition Decision Coverage Using SAT Solving,Query refresh (2021-11)
2020,"Mizoguchi M,Iida T,Irie T",Optimization of automated executions based on integration test configurations of embedded software,Query refresh (2021-11)
2019,Mosin SG,Optimization of constructing the neuromorphic fault dictionary for testing and diagnostics of analog ICs,Query refresh (2021-11)
2020,"Liu Z,Chen C,Wang J,Huang Y,Hu J,Wang Q",Owl Eyes: Spotting UI Display Issues via Visual Understanding,Query refresh (2021-11)
2020,"Kapus T,Busse F,Cadar C",Pending Constraints in Symbolic Execution for Better Exploration and Seeding,Query refresh (2021-11)
2019,"Kikuma K,Yamada T,Sato K,Ueda K",Preparation Method in Automated Test Case Generation Using Machine Learning,Query refresh (2021-11)
2016,"do Nascimento Ferreira T,Kuk JN,Pozo A,Vergilio SR",Product Selection Based on Upper Confidence Bound MOEA/D-DRA for Testing Software Product Lines,Query refresh (2021-11)
2019,Abera Reesom BisratBeneyam Berehanu HaileEdward MutafungwaJyri Hämäläinen,"Quality Evaluation for Indoor Mobile Data Customers in Addis Ababa Business Area Using Data from Network Management System, Walk Test, Crowdsourcing and Subjective Survey",Query refresh (2021-11)
2020,Zhen LiuYifang Wang,Real-Time Interactive Online 3D Graphical User Interface (GUI) Technical Implementation and Usability Test for Architectural Technical Teaching,Query refresh (2021-11)
2019,"Diniz T,Alves EL,Silva AG,Andrade WL",Reducing the Discard of MBT Test Cases Using Distance Functions,Query refresh (2021-11)
2020,"Schulz H,van Hoorn A,Wert A",Reducing the maintenance effort for parameterization of representative load tests using annotations,Query refresh (2021-11)
2016,"Park BK,Moon SY,Ki Du K,Jang WS,Kim RY,Carlson CR",Refining an Assessing Model for Simplified TMM,Query refresh (2021-11)
2020,"Jebbar O,Saied MA,Khendek F,Toeroe M",Regression Test Suite Reduction for Cloud Systems,Query refresh (2021-11)
2020,"Wu Y,Chen Y,Xie X,Yu B,Fan C,Ma L",Regression Testing of Massively Multiplayer Online Role-Playing Games,Query refresh (2021-11)
2020,"Horváth G,Kovács R,Szécsi P",Report on the differential testing of static analyzers,Query refresh (2021-11)
2017,Bernhard K. AichernigKlaus HörmaierFlorian LorberDejan NičkovićStefan Tiran,"Require, test, and trace IT",Query refresh (2021-11)
2020,"Liu W,Xiong J",Research on Simplified Method of Combination Test Case Set for Basic Software System,Query refresh (2021-11)
2017,"Fang A,Cavelan A,Robert Y,Chien AA",Resilience for Stencil Computations with Latent Errors,Query refresh (2021-11)
2020,Simone RomanoGiuseppe ScannielloMaria Teresa BaldassarreDavide FucciDanilo Caivano,Results from a Replicated Experiment on the Affective Reactions of Novice Developers When Applying Test-Driven Development,Query refresh (2021-11)
2017,"de Cleva Farto G,Endo AT",Reuse of Model-Based Tests in Mobile Apps,Query refresh (2021-11)
2017,Wen-ling HuangJan Peleska,Safety-Complete Test Suites,Query refresh (2021-11)
2019,"Naeem MR,Lin T,Naeem H,Ullah F,Saeed S",Scalable Mutation Testing Using Predictive Analysis of Deep Learning Model,Query refresh (2021-11)
2020,"Schütt B,Braun T,Otten S,Sax E",SceML: A Graphical Modeling Framework for Scenario-Based Testing of Autonomous Vehicles,Query refresh (2021-11)
2016,Jose Torres-JimenezHimer Avila-George,Search-Based Software Engineering to Construct Binary Test-Suites,Query refresh (2021-11)
2016,"Sharma B,Sharma SK",Simulator for intelligent software testing technique employing the most effective resource allocation algorithm for simultaneous optimization of software quality and release schedule,Query refresh (2021-11)
2019,"Roopa YM,Yoshitha B",Software Engineering based Cost Reduction Techniques for Different Testing Models,Query refresh (2021-11)
2017,Masuda S,Software Testing in Industry and Academia: A View of Both Sides in Japan,Query refresh (2021-11)
2019,"Valle-Gómez KJ,Delgado-Pérez P,Medina-Bulo I,Magallanes-Fernández J",Software Testing: Cost Reduction in Industry 4.0,Query refresh (2021-11)
2019,"Liu P,Li Y,Li Z",Some Thoughts on Model-Based Test Optimization,Query refresh (2021-11)
2017,Clapp L,Specification Mining and Automated Testing of Mobile Applications,Query refresh (2021-11)
2018,"Stratis P,Rajan A",Speeding up test execution with increased cache locality,Query refresh (2021-11)
2020,"Bernard E,Ambert F,Legeard B",Supporting efficient test automation using lightweight MBT,Query refresh (2021-11)
2020,Winter J,System Integration Testing for Unintended Behaviors in Flight-Critical Aerospace Applications,Query refresh (2021-11)
2020,"Bahaweres RB,Imam Suroso A,Wahyu Hutomo A,Permana Solihin I,Hermadi I,Arkeman Y",Tackling Feature Selection Problems with Genetic Algorithms in Software Defect Prediction for Optimization,Query refresh (2021-11)
2018,"Lesage B,Law S,Bate I",TACO: An Industrial Case Study of Test Automation for COverage,Query refresh (2021-11)
2018,"Eira P,Guimarães P,Melo M,Brito MA,Silva A,Machado RJ",Tailoring ISO/IEC/IEEE 29119-3 Standard for Small and Medium-Sized Enterprises,Query refresh (2021-11)
2020,"Chen L,Hassan F,Wang X,Zhang L",Taming Behavioral Backward Incompatibilities via Cross-Project Testing and Analysis,Query refresh (2021-11)
2016,Alexandre PetrenkoOmer Nguena TimoS. Ramesh,Test Generation by Constraint Solving and FSM Mutant Killing,Query refresh (2021-11)
2019,Phan QS,Test Input Generation Using Separati Logic,Query refresh (2021-11)
2018,"Behrang F,Orso A",Test Migration for Efficient Large-Scale Assessment of Mobile App Coding Assignments,Query refresh (2021-11)
2019,I. S. W. B. PrasetyaRick Klomp,Test Model Coverage Analysis Under Uncertainty,Query refresh (2021-11)
2017,Abhoy KoleRobert WilleKamalika DattaIndranil Sengupta,Test Pattern Generation Effort Evaluation of Reversible Circuits,Query refresh (2021-11)
2017,,Test Suite Reduction Based on Traceability Matrix with Association Rule Mining Technique,Query refresh (2021-11)
2017,Katsuhiko IkeshitaFuyuki IshikawaShinichi Honiden,Test Suite Reduction in Idempotence Testing of Infrastructure as Code,Query refresh (2021-11)
2017,"Nanthaamornphong A,Carver JC",Test-Driven Development in Scientific Software: A Survey,Query refresh (2021-11)
2019,"Wiecher C,Greenyer J,Korte J",Test-Driven Scenario Specification of Automotive Software Components,Query refresh (2021-11)
2020,"Girardon G,Costa V,Machado R,Bernardino M,Legramante G,Basso FP,de Macedo Rodrigues E,Neto A",Testing as a Service (TaaS): A Systematic Literature Map,Query refresh (2021-11)
2018,"Abdessalem RB,Panichella A,Nejati S,Briand LC,Stifter T",Testing Autonomous Cars for Feature Interaction Failures Using Many-Objective Search,Query refresh (2021-11)
2020,"Miranda B,Bertolino A",Testing Relative to Usage Scope: Revisiting Software Coverage Criteria,Query refresh (2021-11)
2017,Hussein SulemanStephan JamiesonMaria Keet,Testing Test-Driven Development,Query refresh (2021-11)
2020,"Condia JE,Reorda MS",Testing the Divergence Stack Memory on GPGPUs: A Modular in-Field Test Strategy,Query refresh (2021-11)
2020,Khaled Walid Al-SabbaghRegina HebigMiroslaw Staron,The Effect of Class Noise on Continuous Test Case Selection: A Controlled Experiment on Industrial Data,Query refresh (2021-11)
2020,"Moon J,Farnsworth B,Smith R",The Effectiveness of Client-Side JavaScript Testing,Query refresh (2021-11)
2020,"Alhroob AM,Alzyadat W,Imam AT,Jaradat GM",The genetic algorithm and binary search technique in the program path coverage for improving software testing using big data,Query refresh (2021-11)
2017,Marcos ÁB,Tolerance to Complexity: Automatic Prioritisation of Testing on Large Scale and Distributed Software Development Projects,Query refresh (2021-11)
2019,Deepti Bala MishraNamita PandaRajashree MishraArup Abhinna Acharya,Total fault exposing potential based test case prioritization using genetic algorithm,Query refresh (2021-11)
2018,"Ben Ahmed A,Mosbahi O,Khalgui M,Li Z",Toward a New Methodology for an Efficient Test of Reconfigurable Hardware Systems,Query refresh (2021-11)
2018,"Ardito L,Coppola R,Torchiano M,Alégroth E",Towards Automated Translation between Generations of GUI-Based Tests for Mobile Devices,Query refresh (2021-11)
2018,"Schulz H,Angerstein T,van Hoorn A",Towards Automating Representative Load Testing in Continuous Software Engineering,Query refresh (2021-11)
2020,"Nair LS,Swaminathan J",Towards Reduction of Software Maintenance Cost through Assignment of Critical Functionality Scores,Query refresh (2021-11)
2016,"Rothberg V,Dietrich C,Ziegler A,Lohmann D",Towards Scalable Configuration Testing in Variable Software,Query refresh (2021-11)
2020,"Ding Z,Chen J,Shang W",Towards the Use of the Readily Available Tests from the Release Pipeline as Performance Tests: Are We There Yet?,Query refresh (2021-11)
2016,"Hossein Abad ZS,Karimpour R,Ho J,Didar-Al-Alam SM,Ruhe G,Tse E,Barabash K,Hargreaves I",Understanding the Impact of Technical Debt in Coding and Testing: An Exploratory Case Study,Query refresh (2021-11)
2020,"Lima SM,Campos D,Soares LR,Machado I",Unveiling Practitioners Awareness of Android Apps Regression Testing through an Expert Survey,Query refresh (2021-11)
2020,Ke ZhangZhen LiuYan WangXiaoli Dong,Usability Oriented New Baren Product Design and Test Practice,Query refresh (2021-11)
2020,"Sajwan A,Matthes F,Braun D",User-adaptable natural language generation for regression testing within the finance domain,Query refresh (2021-11)
2019,"Huertas T,Quesada-López C,Martínez A",Using Model-Based Testing to Reduce Test Automation Technical Debt: An Industrial Experience Report,Query refresh (2021-11)
2020,"Duque-Torres A,Shalygina A,Pfahl D,Ramler R",Using rule mining for automatic test oracle generation,Query refresh (2021-11)
2020,Eleanor McMurtryOlivier PereiraVanessa Teague,When Is a Test Not a Proof?,Query refresh (2021-11)
2022,"Poltronieri F,Tortonesi M,Stefanelli C",A Chaos Engineering Approach for Improving the Resiliency of IT Services Configurations,Query refresh (2022-07)
2021,"Pal S,Sillitti A",A Classification of Software Defect Prediction Models,Query refresh (2022-07)
2022,"Kaur A,Kaur K",A COSMIC Function Points Based Test Effort Estimation Model for Mobile Applications,Query refresh (2022-07)
2022,Jagdeep Jain,A Good Test Script,Query refresh (2022-07)
2021,"Ding J,Hu XH,Gudivada V",A Machine Learning Based Framework for Verification and Validation of Massive Scale Image Data,Query refresh (2022-07)
2022,"Lima JA,Vergilio SR",A Multi-Armed Bandit Approach for Test Case Prioritization in Continuous Integration Environments,Query refresh (2022-07)
2021,"Khanna M,Chauhan N,Sharma DK,Singh LK",A multi-objective approach for test suite reduction during testing of web applications: A search-based approach,Query refresh (2022-07)
2021,Tulin BoyarMert OzEkin OncuMehmet S. Aktas,A Novel Approach to Test Case Prioritization for Software Regression Tests,Query refresh (2022-07)
2022,Abhishek Singh VermaAnkur ChoudharyShailesh Tiwari,A novel chaotic archimedes optimization algorithm and its application for efficient selection of regression test cases,Query refresh (2022-07)
2021,"Haben G,Habchi S,Papadakis M,Cordy M,Le Traon Y",A Replication Study on the Usability of Code Vocabulary in Predicting Flaky Tests,Query refresh (2022-07)
2021,"Xu J,Du Q,Li X",A Requirement-based Regression Test Selection Technique in Behavior-Driven Development,Query refresh (2022-07)
2021,"Costa IE,Oliveira SR",A Study on Assets Applied in Exploratory Test Design and Execution: An Interview Application,Query refresh (2022-07)
2021,"Abdul Manan MS,Abang Jawawi DN,Ahmad J",A Systematic Literature Review on Test Case Prioritization in Combinatorial Testing,Query refresh (2022-07)
2021,"Chen J,Chen J,Cai S,Chen H,Zhang C,Huang C",A Test Case Generation Method of Combinatorial Testing based on τ-way Testing with Adaptive Random Testing,Query refresh (2022-07)
2022,Pu YiHao WangTao XieDarko MarinovWing Lam,A Theoretical Analysis of Random Regression Test Prioritization,Query refresh (2022-07)
2021,"Ueda K,Tsukada H",Accuracy Improvement by Training Data Selection in Automatic Test Cases Generation Method,Query refresh (2022-07)
2022,"Gao X,Feng Y,Yin Y,Liu Z,Chen Z,Xu B",Adaptive Test Selection for Deep Neural Networks,Query refresh (2022-07)
2022,"Huang JT,Zhang J,Wang W,He P,Su Y,Lyu MR",AEON: A Method for Automatic Evaluation of NLP Test Cases,Query refresh (2022-07)
2022,Waleed AbdeenXingru ChenMichael Unterkalmsteiner,An approach for performance requirements verification and test environments generation,Query refresh (2022-07)
2021,"Rosenbauer L,Stein A,Hähner J",An Artificial Immune System for Black Box Test Case Selection,Query refresh (2022-07)
2021,"Jiang S,Zhang M,Zhang Y,Wang R,Yu Q,Keung JW",An Integration Test Order Strategy to Consider Control Coupling,Query refresh (2022-07)
2021,"Hasnain M,Jeong SR,Pasha MF,Ghani I",An ontology based test case prioritization approach in regression testing,Query refresh (2022-07)
2021,"Polo-Usaola M,Rodríguez-Trujillo I",Analysing the combination of cost reduction techniques in Android mutation testing,Query refresh (2022-07)
2021,"Sundaralingam S,Samantha Rajapaksha UU",Analysis on the Risk and the Categorization on Test Automation in Sri Lankan Software Industry,Query refresh (2022-07)
